,tag_type,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,release_stage,release_strategy,avg_length,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,release_location_name,hatchery_location_name,release_location_rmis_basin,tagged_adclipped,tagged_unclipped,untagged_adclipped,untagged_unclipped,untagged_unknown
104,NaN,1,3,2019,20190801,20200604,3F10511 100414 R,3F10511 100414 H,NaN,VO,84,NaN,NaN,NaN,NaN,5000,520944,0,16056,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,520944,16056,0
105,NaN,2,NaN,2020,20220401,20220401,3F10511 100414 R,3F10511 100414 H,Y,VO,125,NaN,NaN,NaN,NaN,5000,157646,0,284,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,157646,284,0
106,NaN,5,3,2009,20100325,20100325,3F10511 100029 R,3F10511 100029 H,F,FR,54,NaN,NaN,NaN,NaN,0,378538,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,378538,0
107,NaN,5,3,2009,20100416,20100416,3F10511 100029 R,3F10511 100029 H,F,FR,56,NaN,NaN,NaN,NaN,0,382300,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,382300,0
108,12,1,3,2000,20010612,20010612,3F10511 100021 R46,3F10511 100029 H,G,VO,NaN,5000,127737,0,2897,5000,1314,0,2105,C,0.0255,COWSKULL ACCLIM POND,PUYALLUP TRIBAL HATCHERY,PUYA,127737,2897,1314,2105,0
109,NaN,5,3,2014,20150319,20150319,3F10511 100029 R,3F10511 100029 H,F,FR,52,NaN,NaN,NaN,NaN,0,387000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,387000,0
110,NaN,1,1,2014,20150520,20150520,3F10511 100122 R,3F10511 100029 H,G,FR,77,NaN,NaN,NaN,NaN,0,216800,NaN,NaN,B,NaN,GREENWATER R 10.0122,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,216800,0
111,12,1,3,2001,20020517,20020531,3F10511 100029 R,3F10511 100029 H,G,FR,NaN,5000,83470,0,4367,5000,34841,0,4491,C,0.1493,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,83470,4367,34841,4491,0
112,NaN,5,3,2009,20100524,20100524,3F10511 100029 R,3F10511 100029 H,F,FR,52,NaN,NaN,NaN,NaN,0,226100,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,226100,0
113,NaN,1,1,2009,20100606,20100606,3F10511 100122 R,3F10511 100029 H,G,FR,77,NaN,NaN,NaN,NaN,1,389000,NaN,NaN,B,NaN,GREENWATER R 10.0122,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,389000,0
114,NaN,5,3,2009,20100221,20100221,3F10511 120002AR,3F10511 100029 H,Z,FR,NaN,NaN,NaN,NaN,NaN,0,500,NaN,NaN,B,NaN,PUGET PARK CR120002A,PUYALLUP TRIBAL HATCHERY,DUWA,0,0,0,500,0
115,NaN,5,3,2013,20140407,20140407,3F10511 100029 R,3F10511 100029 H,F,FR,54,NaN,NaN,NaN,NaN,0,76700,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,76700,0
116,NaN,5,3,2013,20140416,20140416,3F10511 100029 R,3F10511 100029 H,F,FR,52,NaN,NaN,NaN,NaN,0,101000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,101000,0
117,NaN,5,3,2013,20140414,20140414,3F10511 100029 R,3F10511 100029 H,F,FR,55,NaN,NaN,NaN,NaN,0,96500,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,96500,0
118,NaN,5,3,2013,20140414,20140414,3F10511 100029 R,3F10511 100029 H,F,FR,55,NaN,NaN,NaN,NaN,0,406950,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,406950,0
119,NaN,5,3,2015,20160410,20160410,3F10511 100029 R,3F10511 100029 H,F,FR,36,NaN,NaN,NaN,NaN,0,217360,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,217360,0
120,NaN,5,3,2015,20160401,20160401,3F10511 100029 R,3F10511 100029 H,F,FR,47,NaN,NaN,NaN,NaN,0,98250,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,98250,0
121,16,3,4,2015,20160424,20160509,3F10511 100253 R,3F10511 100029 H,S,VO,NaN,NaN,NaN,NaN,NaN,0,29920,NaN,NaN,B,NaN,HUCKLEBERRY C10.0253,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,29920,0
122,NaN,5,3,2015,20160404,20160404,3F10511 100029 R,3F10511 100029 H,F,FR,53,NaN,NaN,NaN,NaN,0,309780,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,309780,0
123,NaN,5,3,2015,20160329,20160329,3F10511 100029 R,3F10511 100029 H,F,FR,50,NaN,NaN,NaN,NaN,0,334980,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,334980,0
124,NaN,5,3,2015,20160404,20160404,3F10511 100029 R,3F10511 100029 H,F,FR,55,NaN,NaN,NaN,NaN,0,100220,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,100220,0
125,NaN,3,4,2013,20141117,20141117,3F546 08 NMRLHG R,3F10511 100027 H,S,FR,NaN,NaN,NaN,NaN,NaN,5000,11000,NaN,NaN,NaN,NaN,GREEN LK (KING),PUYALLUP HATCHERY,LAKW,0,0,11000,0,0
126,NaN,1,3,2022,20230531,20230602,3F10511 100414 R,3F10511 100414 H,NaN,VO,80,NaN,NaN,NaN,NaN,5000,557911,0,6776,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,557911,6776,0
127,NaN,5,3,2014,20150324,20150324,3F10511 100029 R,3F10511 100029 H,F,FR,54,NaN,NaN,NaN,NaN,0,97250,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,97250,0
128,NaN,5,3,2014,20150513,20150513,3F10511 120002AR,3F10511 100029 H,F,FR,49,NaN,NaN,NaN,NaN,0,10000,NaN,NaN,B,NaN,PUGET PARK CR120002A,PUYALLUP TRIBAL HATCHERY,DUWA,0,0,0,10000,0
129,NaN,5,3,2014,20150324,20150324,3F10511 100029 R,3F10511 100029 H,F,FR,54,NaN,NaN,NaN,NaN,0,97350,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,97350,0
130,NaN,5,3,2014,20150330,20150330,3F10511 100029 R,3F10511 100029 H,F,FR,47,NaN,NaN,NaN,NaN,0,850348,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,850348,0
131,NaN,5,3,2014,20150324,20150324,3F10511 100029 R,3F10511 100029 H,F,FR,61,NaN,NaN,NaN,NaN,0,94664,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,94664,0
132,NaN,5,3,2003,20040402,20040402,3F10511 100029 R,3F10511 100029 H,F,FR,53,NaN,NaN,NaN,NaN,0,569000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,569000,0
133,12,2,3,2013,20150203,20150423,3F10511 100625 R,3F10511 100414 H,S,VO,123,5000,106062,0,1456,5000,1248,NaN,NaN,B,0.0115,RUSHINGWATER 10.0625,VOIGHTS CR HATCHERY,PUYA,106062,1456,1248,0,0
134,12,2,NaN,2018,20200401,20200401,3F10511 100027 R,3F10511 100027 H,Y,VO,129,5000,50909,NaN,NaN,5000,1370,NaN,NaN,NaN,0.0262,CLARKS CR 10.0027,PUYALLUP HATCHERY,PUYA,50909,0,1370,0,0
135,NaN,5,3,2003,20040601,20040601,3F10511 100029 R,3F10511 100029 H,F,FR,55,NaN,NaN,NaN,NaN,0,93870,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,93870,0
136,NaN,5,3,2003,20040413,20040413,3F10511 100029 R,3F10511 100029 H,F,FR,50,NaN,NaN,NaN,NaN,0,474000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,474000,0
137,NaN,5,3,2003,20040511,20040511,3F10511 100029 R,3F10511 100029 H,F,FR,53,NaN,NaN,NaN,NaN,0,626267,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,626267,0
138,NaN,2,NaN,2020,20220401,20220401,3F10511 100027 R,3F10511 100027 H,Y,VO,128,NaN,NaN,NaN,NaN,5000,278656,0,4186,NaN,NaN,CLARKS CR 10.0027,PUYALLUP HATCHERY,PUYA,0,0,278656,4186,0
139,NaN,1,3,2006,20070605,20070605,3F10511 100414 R,3F10511 100414 H,NaN,NaN,89,NaN,NaN,NaN,NaN,5000,252155,0,1344,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,252155,1344,0
140,NaN,5,3,2009,20100423,20100423,3F10511 100029 R,3F10511 100029 H,F,FR,54,NaN,NaN,NaN,NaN,0,104900,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,104900,0
141,NaN,2,NaN,2020,20220401,20220403,3F10511 100414 R,3F10511 100414 H,Y,VO,126,NaN,NaN,NaN,NaN,5000,254600,0,459,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,254600,459,0
142,NaN,2,NaN,2020,20220401,20220401,3F10511 100414 R,3F10511 100414 H,Y,VO,125,NaN,NaN,NaN,NaN,5000,277382,0,500,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,277382,500,0
143,12,2,NaN,2020,20220401,20220401,3F10511 100027 R,3F10511 100027 H,Y,VO,128,5000,49157,0,738,5000,103,0,2,NaN,0.0021,CLARKS CR 10.0027,PUYALLUP HATCHERY,PUYA,49157,738,103,2,0
144,NaN,5,3,2009,20100514,20100514,3F10511 100029 R,3F10511 100029 H,F,FR,57,NaN,NaN,NaN,NaN,0,127480,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,127480,0
145,NaN,5,3,2009,20100606,20100606,3F10511 100029 R,3F10511 100029 H,F,FR,55,NaN,NaN,NaN,NaN,0,20000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,20000,0
146,NaN,5,3,2009,20100606,20100606,3F10511 100014 R,3F10511 100029 H,F,FR,55,NaN,NaN,NaN,NaN,0,18562,NaN,NaN,B,NaN,HYLEBOS CR T 10.0014,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,18562,0
147,NaN,5,3,2009,20100325,20100325,3F10511 100029 R,3F10511 100029 H,F,FR,53,NaN,NaN,NaN,NaN,0,127500,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,127500,0
148,NaN,5,3,2009,20100518,20100518,3F10511 100029 R,3F10511 100029 H,F,FR,58,NaN,NaN,NaN,NaN,0,127500,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,127500,0
149,16,3,4,2013,20140426,20140426,3F10511 100253 R,3F10511 100029 H,S,FR,141,NaN,NaN,NaN,NaN,0,47912,NaN,NaN,B,0.014,HUCKLEBERRY C10.0253,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,47912,0
150,NaN,1,1,2013,20140523,20140523,3F10511 100122 R,3F10511 100029 H,G,FR,NaN,NaN,NaN,NaN,NaN,1,891856,NaN,NaN,B,NaN,GREENWATER R 10.0122,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,891856,0
151,NaN,5,3,2013,20140314,20140314,3F10511 100029 R,3F10511 100029 H,F,FR,52,NaN,NaN,NaN,NaN,0,435000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,435000,0
152,NaN,5,3,2013,20140319,20140319,3F10511 100029 R,3F10511 100029 H,F,FR,52,NaN,NaN,NaN,NaN,0,96700,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,96700,0
153,NaN,5,3,2013,20140331,20140331,3F10511 100029 R,3F10511 100029 H,F,FR,56,NaN,NaN,NaN,NaN,0,705200,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,705200,0
154,NaN,1,3,2003,20040602,20040607,3F10511 100021 R46,3F10511 100021 H46,G,VO,85,NaN,NaN,NaN,NaN,5000,102654,0,546,B,NaN,COWSKULL ACCLIM POND,COWSKULL ACCLIM POND,PUYA,0,0,102654,546,0
155,NaN,5,3,2009,20100507,20100507,3F10511 100029 R,3F10511 100029 H,F,FR,55,NaN,NaN,NaN,NaN,0,380300,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,380300,0
156,12,1,3,2004,20050601,20050601,3F10511 100021 R46,3F10511 100021 H46,G,VO,NaN,5000,97952,0,1399,5000,1049,NaN,NaN,C,0.0105,COWSKULL ACCLIM POND,COWSKULL ACCLIM POND,PUYA,97952,1399,1049,0,0
157,NaN,5,3,2005,20060316,20060316,3F10511 100029 R,3F10511 100029 H,F,FR,41,NaN,NaN,NaN,NaN,0,240000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,240000,0
158,NaN,5,3,2004,20050329,20050329,3F10511 100029 R,3F10511 100029 H,F,FR,53,NaN,NaN,NaN,NaN,0,516500,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,516500,0
159,NaN,5,3,2004,20050422,20050422,3F10511 100029 R,3F10511 100029 H,F,FR,48,NaN,NaN,NaN,NaN,0,409300,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,409300,0
160,NaN,5,3,2004,20050530,20050530,3F10511 100029 R,3F10511 100029 H,F,FR,51,NaN,NaN,NaN,NaN,0,680000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,680000,0
161,NaN,5,3,2004,20050602,20050602,3F10511 100029 R,3F10511 100029 H,F,FR,50,NaN,NaN,NaN,NaN,0,449000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,449000,0
162,13,2,3,2005,20070508,20070508,3F10511 10 R73,3F10511 100021 H46,S,FR,129,5000,79557,0,643,NaN,NaN,NaN,NaN,B,0.002,COWSKL & RUSHWTR PDS,COWSKULL ACCLIM POND,PUYA,79557,643,0,0,0
163,NaN,5,3,2006,20070328,20070328,3F10511 100029 R,3F10511 100029 H,F,FR,50,NaN,NaN,NaN,NaN,0,720932,NaN,NaN,W,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,720932,0
164,NaN,1,3,2006,20080523,20080523,3F10511 100027 H01,3F10511 100029 H,S,FR,NaN,NaN,NaN,NaN,NaN,5000,157000,NaN,NaN,C,NaN,CLARKS CRK HATCHERY,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,157000,0,0
165,NaN,5,3,2006,20070413,20070413,3F10511 100029 R,3F10511 100029 H,F,FR,50,NaN,NaN,NaN,NaN,0,388700,NaN,NaN,W,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,388700,0
166,NaN,1,3,2006,20080522,20080529,3F10511 100021 R46,3F10511 100029 H,G,FR,NaN,NaN,NaN,NaN,NaN,5000,97000,NaN,NaN,C,NaN,COWSKULL ACCLIM POND,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,97000,0,0
167,NaN,5,3,2006,20070504,20070504,3F10511 100029 R,3F10511 100029 H,F,FR,48,NaN,NaN,NaN,NaN,0,173250,NaN,NaN,W,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,173250,0
168,NaN,5,3,2006,20070511,20070511,3F10511 100029 R,3F10511 100029 H,F,FR,50,NaN,NaN,NaN,NaN,0,165950,NaN,NaN,W,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,165950,0
169,NaN,1,3,2006,20080523,20080601,3F10511 100027 H01,3F10511 100029 H,G,FR,NaN,NaN,NaN,NaN,NaN,5000,261240,NaN,NaN,C,NaN,CLARKS CRK HATCHERY,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,261240,0,0
170,NaN,5,3,2006,20070424,20070424,3F10511 100029 R,3F10511 100029 H,F,FR,50,NaN,NaN,NaN,NaN,0,722000,NaN,NaN,W,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,722000,0
171,NaN,5,3,2006,20070129,20070129,3F10511 120002AR,3F10511 100029 H,E,VO,NaN,NaN,NaN,NaN,NaN,0,50000,NaN,NaN,B,NaN,PUGET PARK CR120002A,PUYALLUP TRIBAL HATCHERY,DUWA,0,0,0,50000,0
172,12,2,3,2009,20110220,20110222,3F10511 100021 R46,3F10511 100414 H,S,VO,122,5000,98010,0,198,5000,992,NaN,NaN,B,0.01,COWSKULL ACCLIM POND,VOIGHTS CR HATCHERY,PUYA,98010,198,992,0,0
173,16,3,3,2006,20080523,20080523,3F10511 100031 R,3F10511 100029 H,S,FR,NaN,NaN,NaN,NaN,NaN,0,56378,NaN,NaN,C,NaN,WHITE R 10.0031,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,56378,0
174,NaN,1,1,2006,20070412,20070412,3F10511 100122 R,3F10511 100122 R01,G,FR,61,NaN,NaN,NaN,NaN,2,223740,NaN,NaN,W,NaN,GREENWATER R 10.0122,GREENWATER ACCLIMATION PD,PUYA,0,0,0,223740,0
175,NaN,1,1,2010,20110517,20110606,3F10511 100253 R,3F10511 100029 H,G,FR,76,NaN,NaN,NaN,NaN,2,525650,NaN,NaN,B,NaN,HUCKLEBERRY C10.0253,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,525650,0
176,NaN,1,1,2010,20110517,20110606,3F10511 100122 R,3F10511 100029 H,G,FR,76,NaN,NaN,NaN,NaN,2,376150,NaN,NaN,B,NaN,GREENWATER R 10.0122,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,376150,0
177,NaN,5,3,2013,20140407,20140407,3F10511 100029 R,3F10511 100029 H,F,FR,59,NaN,NaN,NaN,NaN,0,72700,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,72700,0
178,12,1,1,2013,20140523,20140523,3F10511 100253 R,3F10511 100029 H,G,FR,84,1,103031,NaN,NaN,1,131469,NaN,NaN,B,NaN,HUCKLEBERRY C10.0253,PUYALLUP TRIBAL HATCHERY,PUYA,0,103031,0,131469,0
179,NaN,5,3,2015,20160415,20160415,3F10511 100029 R,3F10511 100029 H,F,FR,53,NaN,NaN,NaN,NaN,0,251438,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,251438,0
180,12,2,3,2012,20140430,20140430,3F10511 10 R73,3F10511 100414 H,S,FR,NaN,5000,90669,0,1508,5000,2073,NaN,NaN,B,0.022,COWSKL & RUSHWTR PDS,VOIGHTS CR HATCHERY,PUYA,90669,1508,2073,0,0
181,12,2,3,2010,20120516,20120516,3F10511 100021 R46,3F10511 100414 H,S,FR,124,5000,92700,0,0,5000,0,0,0,B,0,COWSKULL ACCLIM POND,VOIGHTS CR HATCHERY,PUYA,92700,0,0,0,0
182,NaN,2,NaN,1999,20010415,20010430,3F10511 100414 R,3F10511 100414 H,Y,NaN,124,NaN,NaN,NaN,NaN,5000,544441,0,11111,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,544441,11111,0
183,NaN,1,1,2011,20120517,20120517,3F10511 100122 R,3F10511 100029 H,G,FR,76,NaN,NaN,NaN,NaN,1,207500,0,0,B,NaN,GREENWATER R 10.0122,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,207500,0
184,NaN,1,3,2011,20120517,20120517,3F10511 100027 H01,3F10511 100029 H,G,FR,95,NaN,NaN,NaN,NaN,5000,467424,0,5326,B,NaN,CLARKS CRK HATCHERY,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,467424,5326,0
185,NaN,1,1,2011,20120517,20120517,3F10511 100253 R,3F10511 100029 H,G,FR,79,NaN,NaN,NaN,NaN,1,309500,0,0,B,NaN,HUCKLEBERRY C10.0253,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,309500,0
186,NaN,1,3,2011,20120516,20120516,3F10511 100021 R46,3F10511 100029 H,G,FR,95,NaN,NaN,NaN,NaN,5000,10070,0,115,B,NaN,COWSKULL ACCLIM POND,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,10070,115,0
187,NaN,1,3,2011,20120517,20120517,3F10511 100006 R,3F10511 100029 H,G,FR,95,NaN,NaN,NaN,NaN,5000,13200,0,0,B,NaN,HYLEBOS CR 10.0006,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,13200,0,0
188,NaN,5,3,2011,20120403,20120403,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,91500,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,91500,0
189,NaN,5,3,2011,20120327,20120327,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,344000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,344000,0
190,NaN,5,3,2011,20120420,20120420,3F10511 100027 R,3F10511 100029 H,F,FR,42,NaN,NaN,NaN,NaN,0,815760,NaN,NaN,B,NaN,CLARKS CR 10.0027,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,815760,0
191,NaN,5,3,2011,20120327,20120327,3F10511 100029 R,3F10511 100029 H,F,FR,53,NaN,NaN,NaN,NaN,0,209000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,209000,0
192,NaN,5,3,2011,20120411,20120411,3F10511 100029 R,3F10511 100029 H,F,FR,49,NaN,NaN,NaN,NaN,0,91900,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,91900,0
193,NaN,5,3,2011,20120412,20120412,3F10511 100029 R,3F10511 100029 H,F,FR,NaN,NaN,NaN,NaN,NaN,0,360380,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,360380,0
194,NaN,5,3,2011,20120413,20120413,3F10511 100029 R,3F10511 100029 H,F,FR,54,NaN,NaN,NaN,NaN,0,91900,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,91900,0
195,NaN,5,3,2011,20120416,20120416,3F10511 100029 R,3F10511 100029 H,F,FR,50,NaN,NaN,NaN,NaN,0,459000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,459000,0
196,NaN,5,4,2012,20130403,20130403,3F10511 100029 R,3F10511 100029 H,F,FR,49,NaN,NaN,NaN,NaN,0,570000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,570000,0
197,NaN,5,4,2012,20130325,20130325,3F10511 100029 R,3F10511 100029 H,F,FR,52,NaN,NaN,NaN,NaN,0,579000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,579000,0
198,NaN,5,4,2012,20130325,20130325,3F10511 100029 R,3F10511 100029 H,F,FR,49,NaN,NaN,NaN,NaN,0,480000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,480000,0
199,NaN,5,4,2012,20130417,20130417,3F10511 100029 R,3F10511 100029 H,F,FR,51,NaN,NaN,NaN,NaN,0,213000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,213000,0
200,NaN,5,4,2012,20130325,20130325,3F10511 100029 R,3F10511 100029 H,F,FR,44,NaN,NaN,NaN,NaN,0,120000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,120000,0
201,NaN,5,4,2012,20130426,20130426,3F10511 100029 R,3F10511 100029 H,F,FR,51,NaN,NaN,NaN,NaN,0,85750,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,85750,0
202,NaN,5,4,2012,20130329,20130329,3F10511 100029 R,3F10511 100029 H,F,FR,47,NaN,NaN,NaN,NaN,0,123000,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,123000,0
203,NaN,5,3,2004,20050411,20050411,3F10511 100029 R,3F10511 100029 H,F,FR,55,NaN,NaN,NaN,NaN,0,276196,NaN,NaN,B,NaN,DIRU CR 10.0029,PUYALLUP TRIBAL HATCHERY,PUYA,0,0,0,276196,0
204,12,2,3,2011,20130417,20130417,3F10511 100625 R01,3F10511 100414 H,S,FR,122,5000,99525,0,0,5000,975,0,0,B,0.0097,RUSHINGWATER AC POND,VOIGHTS CR HATCHERY,PUYA,99525,0,975,0,0
205,NaN,1,3,2004,20050525,20050531,3F10511 100414 R,3F10511 100414 H,NaN,NaN,88,NaN,NaN,NaN,NaN,5000,700508,NaN,NaN,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,700508,0,0
206,13,2,3,2002,20040426,20040430,3F10511 100021 R46,3F10511 100021 H46,S,VO,124,5000,49390,0,620,5000,42467,0,523,B,0.0074,COWSKULL ACCLIM POND,COWSKULL ACCLIM POND,PUYA,49390,620,42467,523,0
207,13,2,NaN,2004,20060418,20060420,3F10511 100414 R,3F10511 100414 H,Y,NaN,127,5000,44328,0,479,NaN,NaN,NaN,NaN,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,44328,479,0,0,0
208,NaN,1,3,2009,20100527,20100528,3F10511 100414 R,3F10511 100414 H,NaN,MX,79,NaN,NaN,NaN,NaN,5000,165550,0,1100,NaN,NaN,VOIGHT CR 10.0414,VOIGHTS CR HATCHERY,PUYA,0,0,165550,1100,0
